Adoption ID,Date,Quantity,Book ID,Title,ISBN-10,ISBN-13,Category,University ID
11,8/22/2015,542,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,213826
12,7/12/2015,627,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,213826
13,4/12/2015,477,922,Management,0133043606,9780133043600,Business,213826
1,6/23/2015,404,906,Database Systems,0132575671,9780132575676,Computer Science,219082
2,4/7/2015,71,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,219082
3,12/18/2015,326,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,219082
4,12/31/2015,635,788,Manufacturing Engineering & Technology,0133128741,9780133128741,Engineering,219082
5,11/4/2015,506,948,"Integrated Advertising, Promotion, and Marketing Communications",0133126242,9780133126242,Business,219082
6,12/5/2015,290,479,Elementary Statistics,0321836960,9780321836960,Statistics,219082
7,6/14/2015,449,629,Precalculus: Essentials,032181696X,9780321816962,Mathematics,219082
8,5/6/2015,190,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,219082
9,5/11/2015,322,916,Management Information Systems,0133050696,9780133050691,Business,219082
10,4/15/2015,568,485,Elementary Algebra,0321880153,9780321880154,Mathematics,219082
11,4/15/2015,401,681,Electrical Engineering: Principles & Applications,0133116646,9780133116649,Engineering,219082
12,3/29/2015,155,622,"Prealgebra and Introductory Algebra, 4e",0321859227,9780321859228,Mathematics,219082
13,7/15/2015,438,936,Systems Analysis and Design,0133023443,9780133023442,Business,219082
14,6/5/2015,435,547,"The Curious Writer, Brief Edition",020587665X,9780205876655,English,219082
15,9/21/2015,630,676,International Monetary & Financial  Economics,0132461862,9780132461863,Economics,219082
16,8/6/2015,316,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,219082
17,9/22/2015,552,912,Fundamentals of Human Resource Management,0132994909,9780132994903,Business,219082
18,4/14/2015,372,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,219082
19,10/11/2015,330,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,219082
20,4/11/2015,191,698,Global Marketing Management,0136157394,9780136157397,Business,219082
21,6/18/2015,462,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,219082
22,4/7/2015,644,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,219082
23,4/14/2015,333,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,219082
24,9/12/2015,579,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,219082
25,10/11/2015,437,638,C++ How to Program (Early Objects Version),0133378713,9780133378719,Computer Science,219082
26,6/21/2015,379,911,Economics,0132994844,9780132994842,Economics,219082
27,4/27/2015,147,939,Macroeconomics,0133020258,9780133020250,Economics,219082
28,5/29/2015,469,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,219082
29,10/6/2015,115,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,219082
30,10/18/2015,566,630,World Myth,0205730523,9780205730520,English,219082
31,4/7/2015,142,906,Database Systems,0132575671,9780132575676,Computer Science,219082
32,10/3/2015,210,648,The DK Guide to Literature,0205778844,9780205778843,English,219082
33,4/5/2015,280,898,Better Business,0133059049,9780133059045,Business,219082
34,5/6/2015,544,947,Operations Management,0132921146,9780132921145,Business,219082
35,11/26/2015,100,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,219082
1,3/10/2015,391,475,Java Software Structures,0133250121,9780133250121,Computer Science,221838
2,3/6/2016,309,624,Precalculus,0321837347,9780321837349,Mathematics,221838
3,5/1/2015,303,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,221838
4,9/28/2015,426,484,A First Course in Probability,032179477X,9780321794772,Statistics,221838
5,1/11/2016,438,926,Environmental Law,0133075281,9780133075281,Business,221838
6,3/14/2015,164,697,"English for Careers: Business, Professional, and Technical",013261930X,9780132619301,Business,221838
7,2/25/2016,31,983,Electronic Commerce 2012,0132145383,9780132145381,Business,221838
8,7/17/2015,448,485,Elementary Algebra,0321880153,9780321880154,Mathematics,221838
9,10/30/2015,366,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,221838
10,2/1/2016,253,793,Reliability Engineering,0136015727,9780136015727,Engineering,221838
11,1/18/2016,396,944,Principles of Operations Management,0132968363,9780132968362,Business,221838
12,11/11/2015,67,960,Customer Service: Career Success through Customer Loyalty,0133056252,9780133056259,Business,221838
13,8/16/2015,499,692,Cryptography and Network Security: Principles and Practice,0133354695,9780133354690,Computer Science,221838
14,8/9/2015,342,894,International Economics,0132948915,9780132948913,Economics,221838
1,8/8/2015,464,481,Mathematics All Around,0321836995,9780321836991,Mathematics,167057
2,6/19/2015,677,585,College Algebra Essentials,0321833651,9780321833655,Mathematics,167057
3,7/31/2015,571,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,167057
4,3/21/2015,35,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,167057
5,3/20/2015,347,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,167057
6,6/4/2015,394,898,Better Business,0133059049,9780133059045,Business,167057
7,7/6/2015,383,975,The Economics of Public Issues,0133022935,9780133022933,Economics,167057
8,9/24/2015,89,551,Literature and the Writing Process,0205902278,9780205902279,English,167057
9,6/8/2015,620,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,167057
10,7/19/2015,141,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,167057
11,11/2/2015,520,932,Foundations of Finance,0132994879,9780132994873,Business,167057
12,8/28/2015,507,707,Managerial Economics,0321566440,9780321566447,Economics,167057
13,6/16/2015,563,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,167057
14,2/28/2016,202,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,167057
15,9/20/2015,288,972,Making the Team,0136090036,9780136090038,Business,167057
16,9/23/2015,221,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,167057
17,12/24/2015,549,892,Opportunities and Challenges of Workplace Diversity,013295351X,9780132953511,Business,167057
18,7/8/2015,244,904,International Business,0133063003,9780133063004,Business,167057
19,5/4/2015,687,980,Hands-On Database,013610827X,9780136108276,Computer Science,167057
20,6/15/2015,415,959,Introduction to Financial Accounting,0133251039,9780133251036,Business,167057
21,8/9/2015,188,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,167057
1,6/9/2015,606,618,Bridging the Gap,0205852068,9780205852062,Student Success,216694
2,8/24/2015,493,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,216694
3,9/11/2015,150,636,Trigonometry,0321795911,9780321795915,Mathematics,216694
4,11/10/2015,496,893,Manager's Bookshelf,0133043592,9780133043594,Business,216694
5,12/25/2015,425,937,Microeconomics,0133423905,9780133423907,Economics,216694
6,8/24/2015,117,492,Internetworking with TCP/IP Volume One,013608530X,9780136085300,Computer Science,216694
7,5/5/2015,185,563,The Necessary Shakespeare,0321880943,9780321880949,English,216694
8,2/7/2016,438,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,216694
9,4/10/2015,216,684,Ownership Series: Ownership: Effective Planning,0132868792,9780132868792,Student Success,216694
10,3/9/2015,369,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,216694
11,6/12/2015,588,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,216694
12,4/8/2015,462,898,Better Business,0133059049,9780133059045,Business,216694
13,10/8/2015,457,892,Opportunities and Challenges of Workplace Diversity,013295351X,9780132953511,Business,216694
14,2/13/2016,538,604,Calculus and Its Applications Expanded Version,0321838203,9780321838209,Mathematics,216694
15,10/9/2015,313,685,Ownership Series: Ownership: Critical Thinking,013286908X,9780132869089,Student Success,216694
16,8/13/2015,362,974,The Economics of Macro Issues,0132991284,9780132991285,Economics,216694
17,10/21/2015,264,677,"Macroeconomics, 2/e",0132992795,9780132992794,Economics,216694
18,10/11/2015,658,968,Principles of Microeconomics,0133024164,9780133024166,Economics,216694
19,6/18/2015,678,921,Digital Business Networks,0132846918,9780132846912,Business,216694
20,3/28/2015,380,551,Literature and the Writing Process,0205902278,9780205902279,English,216694
21,7/24/2015,643,574,Technical Communication,0321899970,9780321899972,English,216694
22,11/15/2015,521,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,216694
23,3/1/2016,191,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,216694
1,11/21/2015,249,914,Using MIS,0133029670,9780133029673,Business,174783
2,6/12/2015,195,615,Algebra and Trigonometry with Modeling & Visualization,0321826124,9780321826121,Mathematics,174783
3,5/7/2015,444,707,Managerial Economics,0321566440,9780321566447,Economics,174783
4,12/30/2015,203,784,Mechanics of Materials,0133254429,9780133254426,Engineering,174783
5,1/6/2016,587,944,Principles of Operations Management,0132968363,9780132968362,Business,174783
6,1/10/2016,519,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,174783
7,2/25/2016,338,632,Elementary and Intermediate Algebra: Concepts & Applications,0321848748,9780321848741,Mathematics,174783
8,10/5/2015,43,936,Systems Analysis and Design,0133023443,9780133023442,Business,174783
9,1/9/2016,552,922,Management,0133043606,9780133043600,Business,174783
10,8/28/2015,288,643,Engineering Vibration,0132871696,9780132871693,Engineering,174783
11,9/11/2015,72,622,"Prealgebra and Introductory Algebra, 4e",0321859227,9780321859228,Mathematics,174783
12,5/20/2015,572,913,Economics,0132949334,9780132949330,Economics,174783
13,8/27/2015,345,973,The Economic Way of Thinking,0136039855,9780136039853,Economics,174783
14,11/15/2015,564,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",0321854462,9780321854469,Mathematics,174783
15,11/18/2015,89,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,174783
16,1/25/2016,212,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,174783
17,5/31/2015,271,603,Intro Stats,0321825276,9780321825278,Statistics,174783
18,4/10/2015,384,706,Introduction to Engineering Analysis,013601772X,9780136017721,Engineering,174783
19,10/9/2015,437,574,Technical Communication,0321899970,9780321899972,English,174783
1,6/30/2015,178,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,180461
2,9/11/2015,446,911,Economics,0132994844,9780132994842,Economics,180461
3,5/18/2015,116,696,Entrepreneurial Finance,0133140512,9780133140514,Business,180461
4,12/10/2015,379,924,The Economics of Sports,0133022927,9780133022926,Economics,180461
5,12/26/2015,588,981,Business Intelligence,013610066X,9780136100669,Business,180461
6,12/9/2015,202,618,Bridging the Gap,0205852068,9780205852062,Student Success,180461
7,5/20/2015,615,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,180461
8,7/21/2015,475,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,180461
9,4/3/2015,424,628,Business Math Brief,0133140423,9780133140422,Business,180461
10,10/29/2015,170,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,180461
11,3/16/2015,505,957,Principles of Risk Management and Insurance,0132992914,9780132992916,Business,180461
12,11/4/2015,31,978,Database Processing,0132145375,9780132145374,Computer Science,180461
13,8/19/2015,460,617,"Developmental Mathematics: Basic Mathematics and Algebra, 3/E",0321854462,9780321854469,Mathematics,180461
14,4/23/2015,549,600,Statistical Reasoning for Everyday Life,0321817621,9780321817624,Statistics,180461
1,6/2/2015,462,696,Entrepreneurial Finance,0133140512,9780133140514,Business,101189
2,5/26/2015,86,633,Brief Calculus & Its Applications,0321848837,9780321848833,Mathematics,101189
3,9/23/2015,77,979,Development Economics,0321464486,9780321464484,Economics,101189
4,4/9/2015,295,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,101189
5,8/18/2015,573,950,"Money, Banking, and the Financial System",0132994917,9780132994910,Economics,101189
6,6/1/2015,37,596,Precalculus: A Unit Circle Approach,0321900472,9780321900470,Mathematics,101189
7,3/15/2015,530,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,101189
8,2/29/2016,42,920,Business Communication Essentials,0132971321,9780132971324,Business,101189
9,11/16/2015,467,784,Mechanics of Materials,0133254429,9780133254426,Engineering,101189
10,5/27/2015,487,942,Employment Law,0133075222,9780133075229,Business,101189
11,1/30/2016,181,949,Macroeconomics,0132992280,9780132992282,Economics,101189
12,5/13/2015,230,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,101189
13,1/24/2016,412,952,"Corporate Finance, The Core",0133097897,9780133097894,Business,101189
14,12/20/2015,308,899,Personal Finance,0132994348,9780132994347,Business,101189
15,12/2/2015,536,546,The Curious Writer,0205235778,9780205235773,English,101189
16,3/29/2015,693,782,Public Relations Practices,0133127648,9780133127645,Business,101189
17,5/24/2015,146,562,Sterling Stories,0205874126,9780205874125,Student Success,101189
18,7/21/2015,697,703,Principles of Macroeconomics,0133023672,9780133023671,Economics,101189
19,11/30/2015,173,896,Psychology of Investing,0132994895,9780132994897,Business,101189
1,3/11/2015,421,564,Read to Achieve: Gateway to Academic Reading,0205578063,9780205578061,Student Success,238430
2,9/18/2015,322,474,Starting Out with C++: Early Objects,013336092X,9780133360929,Computer Science,238430
3,10/19/2015,569,696,Entrepreneurial Finance,0133140512,9780133140514,Business,238430
4,6/6/2015,191,924,The Economics of Sports,0133022927,9780133022926,Economics,238430
5,5/23/2015,101,960,Customer Service: Career Success through Customer Loyalty,0133056252,9780133056259,Business,238430
6,12/26/2015,202,676,International Monetary & Financial  Economics,0132461862,9780132461863,Economics,238430
7,3/25/2015,527,978,Database Processing,0132145375,9780132145374,Computer Science,238430
8,1/25/2016,412,899,Personal Finance,0132994348,9780132994347,Business,238430
9,4/8/2015,30,939,Macroeconomics,0133020258,9780133020250,Economics,238430
10,5/27/2015,672,693,"Network Security Essentials: Applications and Standards, 5/e",0133370437,9780133370430,Computer Science,238430
11,2/21/2016,410,929,Principles of Marketing,0133084043,9780133084047,Business,238430
12,2/5/2016,263,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,238430
13,8/28/2015,177,646,"Power Electronics: Circuits,Devices & Applications",0133125904,9780133125900,Engineering,238430
14,6/21/2015,683,979,Development Economics,0321464486,9780321464484,Economics,238430
15,8/15/2015,226,636,Trigonometry,0321795911,9780321795915,Mathematics,238430
16,10/9/2015,541,614,Writing for Life: Sentences and Paragraphs,020588539X,9780205885398,Student Success,238430
17,4/14/2015,622,923,Guide to Presentations,0133058360,9780133058369,Business,238430
18,7/26/2015,150,782,Public Relations Practices,0133127648,9780133127645,Business,238430
1,3/8/2015,40,792,Managing Engineering and Technology,0133485102,9780133485103,Engineering,111948
2,10/3/2015,499,897,Introduction to Management Accounting,0133058786,9780133058789,Business,111948
3,11/24/2015,88,936,Systems Analysis and Design,0133023443,9780133023442,Business,111948
4,6/18/2015,298,563,The Necessary Shakespeare,0321880943,9780321880949,English,111948
5,4/29/2015,219,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,111948
6,2/8/2016,330,485,Elementary Algebra,0321880153,9780321880154,Mathematics,111948
7,6/2/2015,321,983,Electronic Commerce 2012,0132145383,9780132145381,Business,111948
8,11/8/2015,111,625,"Career Tool Kit, The: Skills for Success",0132180537,9780132180535,Student Success,111948
9,4/14/2015,334,972,Making the Team,0136090036,9780136090038,Business,111948
10,8/24/2015,61,972,Making the Team,0136090036,9780136090038,Business,111948
11,12/30/2015,401,586,College Algebra: An Early Functions Approach,0321729641,9780321729644,Mathematics,111948
12,10/15/2015,618,964,The Practice of Public Relations,0133083578,9780133083576,Business,111948
13,6/4/2015,355,970,E-Marketing,0132147556,9780132147552,Business,111948
14,4/15/2015,471,969,Economics for Managers,013606552X,9780136065524,Economics,111948
15,5/8/2015,214,697,"English for Careers: Business, Professional, and Technical",013261930X,9780132619301,Business,111948
16,12/21/2015,225,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,111948
17,9/8/2015,67,917,Information Systems Today,0132971216,9780132971218,Business,111948
18,6/9/2015,700,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,111948
19,7/11/2015,343,686,Ownership Series: Ownership: Study Strategies,0132869063,9780132869065,Student Success,111948
20,9/17/2015,242,906,Database Systems,0132575671,9780132575676,Computer Science,111948
21,1/16/2016,375,975,The Economics of Public Issues,0133022935,9780133022933,Economics,111948
22,12/7/2015,403,555,"Global Issues, Local Arguments",0205886159,9780205886159,English,111948
23,12/30/2015,685,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,111948
24,12/27/2015,139,488,Statistics for Business: Decision Making and Analysis,0321836510,9780321836519,Statistics,111948
25,6/16/2015,450,984,E-Commerce 2013,0132730359,9780132730358,Business,111948
26,3/9/2015,517,965,QuickBooks Pro 2013: A Complete Course,0133023354,9780133023350,Business,111948
27,12/25/2015,621,932,Foundations of Finance,0132994879,9780132994873,Business,111948
28,9/27/2015,456,571,Style: Lessons in Clarity and Grace 11E,0321898680,9780321898685,English,111948
29,7/31/2015,362,595,Intermediate Algebra: Concepts & Applications,0321848284,9780321848284,Mathematics,111948
30,6/2/2015,291,609,"Writing for Life: Paragraphs and Essays, 3E",0205850251,9780205850259,Student Success,111948
31,2/18/2016,602,893,Manager's Bookshelf,0133043592,9780133043594,Business,111948
32,2/4/2016,303,965,QuickBooks Pro 2013: A Complete Course,0133023354,9780133023350,Business,111948
1,9/8/2015,279,787,Visual Basic 2012 How to Program,0133406954,9780133406955,Computer Science,209612
2,8/24/2015,295,956,Comprehensive Assurance & Systems Tool (CAST): An Integrated Practice Set,0133251969,9780133251968,Business,209612
3,10/23/2015,564,562,Sterling Stories,0205874126,9780205874125,Student Success,209612
4,8/12/2015,477,680,Introduction to Programming with C++,0133252817,9780133252811,Computer Science,209612
5,3/9/2015,400,475,Java Software Structures,0133250121,9780133250121,Computer Science,209612
6,6/21/2015,311,480,Fundamentals of Statistics,032183870X,9780321838704,Statistics,209612
7,12/10/2015,329,488,Statistics for Business: Decision Making and Analysis,0321836510,9780321836519,Statistics,209612
8,5/1/2015,695,704,Fundamentals of Communication Systems,0133354857,9780133354850,Engineering,209612
9,8/20/2015,457,568,Reading Rhetorically,0321846621,9780321846624,English,209612
1,10/28/2015,178,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,102049
2,12/3/2015,326,551,Literature and the Writing Process,0205902278,9780205902279,English,102049
3,11/11/2015,538,948,"Integrated Advertising, Promotion, and Marketing Communications",0133126242,9780133126242,Business,102049
4,3/6/2016,214,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,102049
5,12/26/2015,496,478,Starting out with Visual C# 2012 (with CD-Rom),0133129454,9780133129458,Computer Science,102049
6,5/20/2015,639,923,Guide to Presentations,0133058360,9780133058369,Business,102049
7,4/4/2015,190,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,102049
8,8/29/2015,590,983,Electronic Commerce 2012,0132145383,9780132145381,Business,102049
9,8/15/2015,79,481,Mathematics All Around,0321836995,9780321836991,Mathematics,102049
10,10/25/2015,192,623,Precalculus Essentials,0321729560,9780321729569,Mathematics,102049
11,9/2/2015,260,484,A First Course in Probability,032179477X,9780321794772,Statistics,102049
12,6/21/2015,646,598,Introductory & Intermediate Algebra 3e,0321826035,9780321826039,Mathematics,102049
13,7/26/2015,45,984,E-Commerce 2013,0132730359,9780132730358,Business,102049
14,5/24/2015,409,557,LB Brief with Tabs,0321872568,9780321872562,Student Success,102049
15,5/22/2015,470,937,Microeconomics,0133423905,9780133423907,Economics,102049
16,6/3/2015,318,924,The Economics of Sports,0133022927,9780133022926,Economics,102049
17,5/24/2015,289,969,Economics for Managers,013606552X,9780136065524,Economics,102049
18,2/17/2016,528,678,Marketing Research,0133074676,9780133074673,Business,102049
19,10/4/2015,521,490,Essential Statistics,0321836987,9780321836984,Statistics,102049
20,10/28/2015,80,943,Modern Systems Analysis and Design,0132991306,9780132991308,Business,102049
21,7/15/2015,611,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,102049
22,6/19/2015,239,574,Technical Communication,0321899970,9780321899972,English,102049
23,5/11/2015,252,954,Survey of Economics,0132948850,9780132948852,Economics,102049
24,1/19/2016,276,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,102049
25,11/25/2015,558,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,102049
26,11/30/2015,484,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,102049
27,12/22/2015,119,783,Fundamentals of Investing,0133075354,9780133075359,Business,102049
28,10/16/2015,76,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,102049
29,4/8/2015,262,574,Technical Communication,0321899970,9780321899972,English,102049
30,11/1/2015,120,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,102049
31,4/5/2015,56,676,International Monetary & Financial  Economics,0132461862,9780132461863,Economics,102049
32,7/11/2015,563,893,Manager's Bookshelf,0133043592,9780133043594,Business,102049
33,10/30/2015,659,593,Prealgebra  5e,0321845021,9780321845023,Mathematics,102049
34,11/17/2015,149,926,Environmental Law,0133075281,9780133075281,Business,102049
1,6/19/2015,39,951,Corporate Finance,0132992477,9780132992473,Business,197735
2,3/12/2015,64,572,Mosaics: Reading and Writing Paragraphs,0205890547,9780205890545,Student Success,197735
1,4/30/2015,498,942,Employment Law,0133075222,9780133075229,Business,178208
2,12/17/2015,659,630,World Myth,0205730523,9780205730520,English,178208
3,8/11/2015,311,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,178208
4,10/2/2015,297,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,178208
5,6/24/2015,233,486,Intermediate Algebra,0321880129,9780321880123,Mathematics,178208
6,10/1/2015,674,954,Survey of Economics,0132948850,9780132948852,Economics,178208
7,12/14/2015,540,476,Building Java Programs,0133360903,9780133360905,Computer Science,178208
8,10/9/2015,32,694,Visual C# 2012 How to Program,0133379337,9780133379334,Computer Science,178208
9,8/4/2015,252,637,Elementary Statistics Using Excel,0321851668,9780321851666,Statistics,178208
10,1/31/2016,92,652,"Career Adventure: Your Guide to Personal Assessment, Career Exploration, and Decision Making",0132481197,9780132481199,Student Success,178208
11,10/24/2015,89,940,Microeconomics,0132948869,9780132948869,Economics,178208
12,3/9/2015,566,567,"Writing and Reading Across the Curriculum, Brief Edition",0321906365,9780321906366,English,178208
13,9/10/2015,241,481,Mathematics All Around,0321836995,9780321836991,Mathematics,178208
14,1/31/2016,130,561,The DK Handbook,0205863795,9780205863792,Student Success,178208
15,3/11/2015,341,949,Macroeconomics,0132992280,9780132992282,Economics,178208
16,3/2/2016,97,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,178208
17,4/11/2015,675,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,178208
18,12/18/2015,77,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,178208
19,9/11/2015,278,574,Technical Communication,0321899970,9780321899972,English,178208
20,4/19/2015,492,642,Developmental Mathematics,0321845862,9780321845863,Mathematics,178208
21,8/2/2015,573,568,Reading Rhetorically,0321846621,9780321846624,English,178208
22,12/10/2015,118,589,College Algebra with Modeling & Visualization,0321826132,9780321826138,Mathematics,178208
23,3/15/2015,560,630,World Myth,0205730523,9780205730520,English,178208
24,5/7/2015,244,628,Business Math Brief,0133140423,9780133140422,Business,178208
25,3/8/2015,692,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,178208
26,6/30/2015,307,610,Cornerstones for College Success,0321860470,9780321860477,Student Success,178208
27,2/19/2016,99,894,International Economics,0132948915,9780132948913,Economics,178208
28,9/22/2015,42,644,"Developmental Mathematics: Prealgebra, Beginning, Intermediate Algebra",0321880854,9780321880857,Mathematics,178208
29,12/28/2015,305,611,"Cornerstones for Community College Success, 2/E",0321860594,9780321860590,Student Success,178208
30,1/9/2016,53,603,Intro Stats,0321825276,9780321825278,Statistics,178208
31,12/14/2015,662,951,Corporate Finance,0132992477,9780132992473,Business,178208
32,11/30/2015,315,555,"Global Issues, Local Arguments",0205886159,9780205886159,English,178208
1,12/7/2015,639,570,Basic College Vocabulary Strategies,0321838939,9780321838933,Student Success,220075
2,12/11/2015,516,972,Making the Team,0136090036,9780136090038,Business,220075
3,6/17/2015,398,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,220075
4,3/13/2015,462,639,An Introduction to Programming Using Visual Basic 2012(w/Visual Studio 2012 Express Edition DVD),0133378500,9780133378504,Computer Science,220075
5,4/9/2015,138,917,Information Systems Today,0132971216,9780132971218,Business,220075
6,7/29/2015,109,934,Economics Today: The Macro View,0132948893,9780132948890,Economics,220075
7,2/16/2016,78,782,Public Relations Practices,0133127648,9780133127645,Business,220075
8,12/22/2015,447,649,Math Lit,0321818458,9780321818454,Mathematics,220075
9,8/21/2015,168,649,Math Lit,0321818458,9780321818454,Mathematics,220075
10,4/7/2015,352,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,220075
1,6/16/2015,200,553,"The Prentice Hall Guide for College Writers, Brief Edition",0205883052,9780205883059,English,215132
2,7/25/2015,405,549,Complete Works of Shakespeare 7E,0321886518,9780321886514,English,215132
3,1/4/2016,127,472,Basics of Web Design: HTML5 & CSS3,0133128911,9780133128918,Computer Science,215132
4,5/23/2015,41,552,The Prentice Hall Guide for College Writers,0205875548,9780205875542,English,215132
5,5/22/2015,312,548,"The Curious Writer, Concise Edition",0205876641,9780205876648,English,215132
6,7/31/2015,180,681,Electrical Engineering: Principles & Applications,0133116646,9780133116649,Engineering,215132
7,3/31/2015,306,904,International Business,0133063003,9780133063004,Business,215132
8,2/16/2016,437,482,Excursions in Modern Mathematics,032182573X,9780321825735,Mathematics,215132
9,1/28/2016,678,935,Economics Today: The Micro View,0132948885,9780132948883,Economics,215132
10,7/14/2015,512,561,The DK Handbook,0205863795,9780205863792,Student Success,215132
11,1/19/2016,218,909,Management: A Focus on Leaders,0133077543,9780133077544,Business,215132
12,9/13/2015,620,612,Precalculus with Modeling & Visualization,0321826027,9780321826022,Mathematics,215132
13,3/15/2015,255,924,The Economics of Sports,0133022927,9780133022926,Economics,215132
14,3/27/2015,29,483,Mathematics for Elementary Teachers with Activity Manual,0321825721,9780321825728,Mathematics,215132
15,8/14/2015,315,689,"Horngren's Financial & Managerial Accounting, The Managerial Chapters",0133255433,9780133255430,Business,215132
16,5/29/2015,239,489,Statistics for Business and Economics,032182623X,9780321826237,Statistics,215132
17,4/4/2015,211,984,E-Commerce 2013,0132730359,9780132730358,Business,215132
18,10/5/2015,426,786,Managerial Accounting: Decision Making and Motivating Performance,0137024878,9780137024872,Business,215132
19,10/28/2015,80,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,215132
20,11/10/2015,290,922,Management,0133043606,9780133043600,Business,215132
21,5/29/2015,254,630,World Myth,0205730523,9780205730520,English,215132
22,4/15/2015,524,789,Machine Design,013335671X,9780133356717,Engineering,215132
23,1/13/2016,259,628,Business Math Brief,0133140423,9780133140422,Business,215132
24,7/21/2015,133,695,Aerodynamics for Engineers,0132832887,9780132832885,Engineering,215132
25,6/27/2015,625,473,Introduction to JavaScript Programming with XML and PHP,0133068307,9780133068306,Computer Science,215132
26,3/21/2015,389,898,Better Business,0133059049,9780133059045,Business,215132
27,8/12/2015,562,785,"Human Relations for Career and Personal Success: Concepts, Applications, & Skills",0132974401,9780132974400,Business,215132
28,1/25/2016,35,597,Introductory Algebra 10,0321870484,9780321870483,Mathematics,215132
